,client_id,report_date,bucketRatio1,bucketRatio2,bucketRatio3,invested_amount,total_upl
262,9,2022-01-21,13.582269147123268,6.447364736989267e-06,36.12829879908993,15510212.944257457,-198974.7221430001
263,9,2022-01-28,13.60349657267924,6.457441179555981e-06,36.02847514166646,15486010.20425804,-263645.7821431388
264,9,2022-02-04,13.654828731564878,6.481808032214241e-06,35.7870815807801,15427794.1437027,-254707.9121431392
265,9,2022-02-11,13.777402297379332,6.539992454666695e-06,35.21066963620535,15290537.518685319,-286985.422143
266,9,2022-02-18,13.723923322782952,6.514606530470364e-06,35.46215876876126,15350121.22869988,-315106.04214286176
267,9,2022-02-25,13.79044007327547,6.546181354006783e-06,35.149358457834325,15276081.518699761,-365941.1321430009
268,9,2022-03-04,13.777314374339744,6.539950718495892e-06,35.211083101293724,15290635.09869976,-422868.0821431385
269,9,2022-03-11,72.39003382893551,3.4362811277156254e-05,-240.41989306513182,2910122.7834195886,-469692.2321428622
270,9,2022-03-18,70.70630017930289,3.356356007387533e-05,-232.50200162841037,2979421.7234373894,-461122.31214300066
271,10,2019-08-02,1.0197379286494438e-05,16.09996402972352,72.66819628878774,9806441.163999999,0.0
272,10,2019-08-09,1.5679787784883277,16.470423716989995,70.50944819121857,9617781.954000002,-113.34000000017114
273,10,2019-08-16,1.566467879613564,16.454552874219488,70.53786518394537,9627058.554,-2916.840000000171
274,10,2019-08-23,1.566467879613564,16.454552874219488,70.53786518394537,9627058.554,3.4724999998288695
275,10,2019-08-30,1.566467879613564,16.454552874219484,70.53786518394534,9627058.554000001,-426.3975000001956
276,10,2019-09-06,1.5662322385024685,16.452077643688224,70.54229712300626,9628506.954,-6005.362500000104
277,10,2019-09-13,1.5826695696191235,15.575256933374956,71.28262609021549,9528506.954,-3613.042500000185
278,10,2019-09-20,1.5826695696191235,15.575256933374956,71.28262609021549,9528506.954,-2743.957500000164
279,10,2019-09-27,1.5925637530986925,15.672626878939353,71.10309716518334,9469308.824000001,-1505.7450000001995
280,10,2019-10-04,1.5916588516864723,15.663721626532123,71.11951650672188,9474692.384,-5248.417500000185
281,10,2019-10-11,1.5916588516864723,15.663721626532123,71.11951650672188,9474692.384,-5804.445000000181
282,10,2019-10-18,1.5916583813130512,15.66371699752615,71.11952504159841,9474695.184000002,-1412.2950000001294
283,10,2019-10-25,1.6001594686205398,15.747377302601107,70.9652737009932,9424359.444,-1589.8500000002098
284,10,2019-11-01,1.6173205345171378,15.916261582504474,71.72634768282748,9324359.444000002,961.3349999996716
285,10,2019-11-08,1.591365878014908,15.660838434552621,72.18008144697262,9476436.694000002,-3954.135000000214
286,10,2019-11-15,1.5913658780149085,15.660838434552623,72.18008144697264,9476436.694,-3402.7800000002026
287,10,2019-11-22,1.5913658780149085,15.660838434552623,72.18008144697264,9476436.694,-2823.3900000001886
288,10,2019-11-29,1.5532581904078424,15.28581572797485,72.8462719064509,9708931.904,-2122.5150000001886
289,10,2019-12-06,1.553258190407842,15.285815727974846,72.8462719064509,9708931.904000001,-7075.365000000136
290,10,2019-12-13,1.5698476953227711,15.449075201972118,73.59723778704867,9606331.904,-5580.165000000154
291,10,2019-12-20,1.509751371138514,14.857659464986378,77.61136744614299,9988716.214,-2748.6300000001497
292,10,2019-12-27,1.4949102574805406,14.711606136586324,77.83145152536974,10087881.814000001,-585.2625000001573
293,10,2020-01-03,1.4949102574805406,14.711606136586324,77.83145152536974,10087881.814000001,-1683.3000000001923
294,10,2020-01-10,2.5298817654253325,24.89689526098769,62.48349606856271,5960941.814000001,40.852499999804415
295,10,2020-01-17,2.5291628499138894,24.8898203200025,62.494157118806235,5962636.214000001,1979.939999999857
296,10,2020-01-24,2.8953441900130548,28.493458480319568,57.06392560633095,5208526.866,1853.7824999997974
297,10,2020-01-31,5.201691188453764,25.63993756866948,58.76751868002253,5788194.437000001,-1089.0000000000437
298,10,2020-02-07,4.905090627059913,28.250806614192626,57.04573686837089,6138194.437000001,6218.999999999955
299,10,2020-02-14,6.52836133847823,28.922534076538025,51.508107400118284,4611938.347000001,6245.999999999956
300,10,2020-02-21,6.389811959057027,28.308720143786715,52.53723573391229,4711938.347000001,10178.999999999956
301,10,2020-02-28,6.130115531493032,27.15818965284951,54.46622995176937,4911555.067,-52317.000000000044
302,10,2020-03-06,6.060939594396718,26.851720189195255,54.98006059597703,4967612.617000001,-30744.000000000047
303,10,2020-03-13,6.485197190089269,28.73130438076334,56.16776521036412,4642634.467000001,-164367.00000000003
304,10,2020-03-20,6.592622751440307,29.207230772973553,55.441695934515,4566983.602,-259830.00000000012
305,10,2020-03-27,6.642788508208511,29.42947962446588,55.10263496772988,4532494.142000001,-205407.00000000003
306,10,2020-04-03,7.000079840490284,26.19041868538079,57.50973484436251,4301150.942000001,-209187.00000000003
307,10,2020-04-10,7.046866376572399,26.36546797006772,57.225742037259955,4272594.142000001,-192447.0000000001
308,10,2020-04-17,7.447865617231848,21.681575786301487,60.975898291382755,4042554.1420000005,-190332.00000000003
309,10,2020-04-24,7.474659968263373,26.230761635746003,56.36432118097608,4028062.8320000004,-192150.00000000003
310,10,2020-05-01,7.518676071570073,26.38522697850067,56.10736333206907,4004481.602000001,-181287.00000000006
311,10,2020-05-08,7.524287605638056,26.404919488015903,56.07460423676412,4001495.102000001,-169380.00000000003
312,10,2020-05-15,7.395815579679474,25.954073683111154,56.824600100891764,4071004.702000001,-189693.00000000003
313,10,2020-05-22,7.407005220921177,25.99334139742149,56.75927705029199,4064854.7020000005,-171459.00000000003
314,10,2020-05-29,7.424393351589749,26.054361418772977,56.65776836784509,4055334.7020000005,-155673.00000000003
315,10,2020-06-05,7.424393351589749,26.054361418772977,56.65776836784509,4055334.7020000005,-142695.00000000006
316,10,2020-06-12,7.471439768598358,26.219461016026685,58.86463349730224,4029798.9320000014,-151452.00000000003
317,10,2020-06-19,7.318026414910768,25.681088818574803,59.709278535715114,4114278.6720000007,-145458.00000000006
318,10,2020-06-26,7.631180387263583,26.780037431481684,57.98515255418085,3945444.6720000007,-146754.00000000006
319,10,2020-07-03,7.263008526772588,25.488015004437138,60.012189495699054,4145444.6720000007,-137736.00000000003
320,10,2020-07-10,7.289931779735438,25.695083678375514,59.751371516536366,4130134.6720000003,-134064.00000000006
321,10,2020-07-17,7.982426825896025,28.135945773603865,55.928019435652,3771835.3900000006,-144432.00000000003
322,10,2020-07-24,8.547396550771596,23.0496461018029,59.88641936120961,3522522.8900000006,-140040.00000000006
323,10,2020-07-31,8.547396550771598,23.049646101802903,59.88641936120962,3522522.89,-127071.00000000004
324,10,2020-08-07,8.547396550771596,23.0496461018029,59.88641936120961,3522522.8900000006,-119781.0000000001
325,10,2020-08-14,7.976214961107235,21.50934860613561,62.56701790607594,3774772.8900000006,-117378.00000000004
326,10,2020-08-21,9.045981623771727,24.394173574704244,57.546521778093194,3328372.8900000006,-116712.00000000003
327,10,2020-08-28,15.737235684751496,21.20084981892604,55.22848217265571,3829700.540000002,-137493.6000000032
328,10,2020-09-04,15.737728811417053,21.20151414807429,55.22707925604823,3829580.5400000014,-137178.60000000327
329,10,2020-09-11,15.516341469588477,20.903266102487304,55.856913333644876,3884221.0400000014,-119073.38589000315
330,10,2020-09-18,16.251420245544885,16.88582989051034,58.77337488049108,3708531.2600000016,-116877.38589000318
331,10,2020-09-25,16.136403874200955,16.766323604180087,59.06514856872009,3734964.7709523826,-136002.38589000318
332,10,2020-10-02,16.136403874200955,16.766323604180087,59.06514856872012,3734964.770952382,-123758.87250840313
