,Date,^GSPC,000001.SS,^FTSE,^GDAXI,^HSI,^TWII,^MERV,^ISEQ,^STI,^GSPTSE,^BSESN,^FCHI,^AEX,^KS11,^BVSP,^IBEX,BSX,0322.HK,^JKSE,^SET.BK,^AXJO,^BFX,^SSMI,^OMXSBCAPPI,^N225,IMOEX.ME,^ATX,^OMXHBCAPPI,^OSEAX,^N100,^BIT40P,JSE.JO
133,2019-10-03,2910.6298828125,2905.18994140625,7077.60009765625,11925.25,26110.310546875,10875.91015625,30365.900390625,6110.83984375,3087.969970703125,16369.0,38106.87109375,5438.77001953125,558.5,2031.9100341796875,101516.0,8902.2001953125,39.75,10.004488945007324,6038.52880859375,1610.68994140625,6639.89990234375,3574.760009765625,9760.4404296875,604.2000122070312,21341.740234375,2707.469970703125,2905.75,173.8699951171875,952.77001953125,1055.0799560546875,2161.830078125,11793.8408203125
134,2019-10-04,2952.010009765625,2905.18994140625,7155.39990234375,12012.8095703125,25821.029296875,10894.48046875,31816.5,6142.0498046875,3078.360107421875,16449.400390625,37673.30859375,5488.31982421875,564.5900268554688,2020.68994140625,102551.0,8961.7998046875,40.529998779296875,9.913042068481445,6061.251953125,1605.9599609375,6517.10009765625,3610.639892578125,9827.7197265625,606.3599853515625,21410.19921875,2692.550048828125,2923.2900390625,175.07000732421875,966.5,1065.0899658203125,2169.2900390625,12011.2939453125
831,2019-10-05,2952.010009765625,2905.18994140625,7155.39990234375,12012.8095703125,25821.029296875,10894.48046875,31816.5,6142.0498046875,3078.360107421875,16449.400390625,37673.30859375,5488.31982421875,564.5900268554688,2020.68994140625,102551.0,8961.7998046875,40.529998779296875,9.913042068481445,6061.251953125,1605.9599609375,6517.10009765625,3610.639892578125,9827.7197265625,606.3599853515625,21410.19921875,2692.550048828125,2923.2900390625,175.07000732421875,966.5,1065.0899658203125,2169.2900390625,12011.2939453125
832,2019-10-06,2952.010009765625,2905.18994140625,7155.39990234375,12012.8095703125,25821.029296875,10894.48046875,31816.5,6142.0498046875,3078.360107421875,16449.400390625,37673.30859375,5488.31982421875,564.5900268554688,2020.68994140625,102551.0,8961.7998046875,40.529998779296875,9.913042068481445,6061.251953125,1605.9599609375,6517.10009765625,3610.639892578125,9827.7197265625,606.3599853515625,21410.19921875,2692.550048828125,2923.2900390625,175.07000732421875,966.5,1065.0899658203125,2169.2900390625,12011.2939453125
135,2019-10-07,2938.7900390625,2905.18994140625,7197.89990234375,12097.4296875,25821.029296875,10935.0595703125,30940.869140625,6198.740234375,3099.47998046875,16421.80078125,37531.98046875,5521.60986328125,569.5999755859375,2021.72998046875,100573.0,9044.099609375,40.349998474121094,9.913042068481445,6000.58203125,1613.7099609375,6563.60009765625,3628.919921875,9914.0595703125,614.8599853515625,21375.25,2719.219970703125,2936.18994140625,176.5500030517578,982.02001953125,1072.6400146484375,2190.18994140625,11906.6953125
136,2019-10-08,2893.06005859375,2913.570068359375,7143.2001953125,11970.2001953125,25893.400390625,11017.3095703125,30257.259765625,6114.6201171875,3110.85009765625,16294.0,37531.98046875,5456.6201171875,562.719970703125,2046.25,99981.0,8940.099609375,37.869998931884766,9.876461029052734,6039.60107421875,1612.1700439453125,6593.39990234375,3592.1201171875,9800.240234375,610.7100219726562,21587.779296875,2707.889892578125,2921.909912109375,175.49000549316406,970.5900268554688,1059.719970703125,2171.1298828125,11836.046875
137,2019-10-09,2919.39990234375,2924.860107421875,7166.5,12094.259765625,25682.810546875,10889.9599609375,30338.169921875,6152.18017578125,3089.89990234375,16379.900390625,38177.94921875,5499.14013671875,565.75,2046.25,101249.0,8991.900390625,38.61000061035156,9.748432159423828,6029.16015625,1616.1800537109375,6546.7001953125,3607.550048828125,9830.0498046875,616.4299926757812,21456.380859375,2713.02001953125,2916.60009765625,176.2100067138672,969.4400024414062,1066.5999755859375,2181.469970703125,11696.5830078125
138,2019-10-10,2938.1298828125,2947.7099609375,7186.39990234375,12164.2001953125,25707.9296875,10889.9599609375,31743.19921875,6216.47998046875,3089.47998046875,16422.69921875,37880.3984375,5569.0498046875,568.3699951171875,2028.1500244140625,101817.0,9104.400390625,37.97999954223633,9.748432159423828,6023.64111328125,1607.5,6547.10009765625,3657.77001953125,9903.01953125,619.0700073242188,21551.98046875,2721.510009765625,2939.679931640625,177.99000549316406,978.3599853515625,1076.8599853515625,2200.93994140625,11927.798828125
139,2019-10-11,2970.27001953125,2973.659912109375,7247.10009765625,12511.650390625,26308.439453125,10889.9599609375,31798.109375,6448.58984375,3113.969970703125,16415.19921875,38127.078125,5665.47998046875,577.4199829101562,2044.6099853515625,103832.0,9273.7998046875,38.22999954223633,9.730143547058105,6105.7998046875,1626.0,6606.7998046875,3727.919921875,10017.3896484375,627.2100219726562,21798.869140625,2708.070068359375,3005.639892578125,181.25999450683594,987.1400146484375,1094.1300048828125,2234.409912109375,11926.880859375
833,2019-10-12,2970.27001953125,2973.659912109375,7247.10009765625,12511.650390625,26308.439453125,10889.9599609375,31798.109375,6448.58984375,3113.969970703125,16415.19921875,38127.078125,5665.47998046875,577.4199829101562,2044.6099853515625,103832.0,9273.7998046875,38.22999954223633,9.730143547058105,6105.7998046875,1626.0,6606.7998046875,3727.919921875,10017.3896484375,627.2100219726562,21798.869140625,2708.070068359375,3005.639892578125,181.25999450683594,987.1400146484375,1094.1300048828125,2234.409912109375,11926.880859375
834,2019-10-13,2970.27001953125,2973.659912109375,7247.10009765625,12511.650390625,26308.439453125,10889.9599609375,31798.109375,6448.58984375,3113.969970703125,16415.19921875,38127.078125,5665.47998046875,577.4199829101562,2044.6099853515625,103832.0,9273.7998046875,38.22999954223633,9.730143547058105,6105.7998046875,1626.0,6606.7998046875,3727.919921875,10017.3896484375,627.2100219726562,21798.869140625,2708.070068359375,3005.639892578125,181.25999450683594,987.1400146484375,1094.1300048828125,2234.409912109375,11926.880859375
140,2019-10-14,2966.14990234375,3007.8798828125,7213.5,12486.5595703125,26521.849609375,11066.9501953125,31798.109375,6444.60009765625,3124.449951171875,16415.19921875,38214.46875,5643.080078125,575.2100219726562,2067.39990234375,104302.0,9246.5,37.970001220703125,9.65698528289795,6126.876953125,1626.0,6642.60009765625,3713.56005859375,9964.240234375,627.1799926757812,21798.869140625,2697.4599609375,3002.22998046875,180.16000366210938,974.3800048828125,1090.5,2232.18994140625,11887.427734375
141,2019-10-15,2995.679931640625,2991.050048828125,7211.60009765625,12629.7900390625,26503.9296875,11111.7998046875,31333.6796875,6613.9501953125,3116.169921875,16418.400390625,38506.08984375,5702.0498046875,579.8699951171875,2068.169921875,104490.0,9356.099609375,38.459999084472656,9.65698528289795,6158.166015625,1627.010009765625,6652.0,3757.239990234375,10048.75,633.780029296875,22207.2109375,2715.260009765625,3032.590087890625,181.92999267578125,978.4500122070312,1100.989990234375,2257.169921875,12006.705078125
142,2019-10-16,2989.68994140625,2978.7099609375,7168.0,12670.1103515625,26664.279296875,11162.830078125,30759.2109375,6583.2099609375,3134.7099609375,16427.19921875,38598.98828125,5696.89990234375,576.8599853515625,2082.830078125,105423.0,9386.7001953125,38.18000030517578,9.638694763183594,6169.591796875,1634.4599609375,6736.5,3761.02001953125,10032.490234375,634.8900146484375,22472.919921875,2744.35009765625,3043.449951171875,182.22999572753906,984.0399780273438,1098.8199462890625,2264.22998046875,11909.4482421875
143,2019-10-17,2997.949951171875,2977.330078125,7182.2998046875,12654.9501953125,26848.490234375,11186.8798828125,31995.130859375,6527.1201171875,3126.139892578125,16426.30078125,39052.05859375,5673.06982421875,576.27001953125,2077.93994140625,105016.0,9340.0,38.16999816894531,9.785013198852539,6181.01416015625,1632.800048828125,6684.7001953125,3776.409912109375,10008.9404296875,637.77001953125,22451.859375,2748.639892578125,3040.18994140625,182.8800048828125,989.5599975585938,1095.7099609375,2265.080078125,12156.26171875
144,2019-10-18,2986.199951171875,2938.139892578125,7150.60009765625,12633.599609375,26719.580078125,11180.2197265625,31968.470703125,6463.5498046875,3114.159912109375,16377.099609375,39298.37890625,5636.25,572.719970703125,2060.68994140625,104729.0,9329.7998046875,38.470001220703125,9.620405197143555,6191.94677734375,1631.4300537109375,6649.7001953125,3757.780029296875,9965.490234375,641.8400268554688,22492.6796875,2752.909912109375,3048.27001953125,182.8699951171875,987.8499755859375,1089.3900146484375,2253.159912109375,12107.6328125
835,2019-10-19,2986.199951171875,2938.139892578125,7150.60009765625,12633.599609375,26719.580078125,11180.2197265625,31968.470703125,6463.5498046875,3114.159912109375,16377.099609375,39298.37890625,5636.25,572.719970703125,2060.68994140625,104729.0,9329.7998046875,38.470001220703125,9.620405197143555,6191.94677734375,1631.4300537109375,6649.7001953125,3757.780029296875,9965.490234375,641.8400268554688,22492.6796875,2752.909912109375,3048.27001953125,182.8699951171875,987.8499755859375,1089.3900146484375,2253.159912109375,12107.6328125
836,2019-10-20,2986.199951171875,2938.139892578125,7150.60009765625,12633.599609375,26719.580078125,11180.2197265625,31968.470703125,6463.5498046875,3114.159912109375,16377.099609375,39298.37890625,5636.25,572.719970703125,2060.68994140625,104729.0,9329.7998046875,38.470001220703125,9.620405197143555,6191.94677734375,1631.4300537109375,6649.7001953125,3757.780029296875,9965.490234375,641.8400268554688,22492.6796875,2752.909912109375,3048.27001953125,182.8699951171875,987.8499755859375,1089.3900146484375,2253.159912109375,12107.6328125
145,2019-10-21,3006.719970703125,2939.6201171875,7163.60009765625,12747.9599609375,26725.6796875,11184.150390625,32550.73046875,6572.509765625,3139.14990234375,16418.5,39298.37890625,5648.35009765625,575.9199829101562,2064.840087890625,106022.0,9402.2998046875,38.650001525878906,9.65698528289795,6198.98681640625,1620.780029296875,6652.5,3784.0400390625,9991.419921875,648.5499877929688,22548.900390625,2761.14990234375,3084.47998046875,184.50999450683594,993.280029296875,1092.6300048828125,2266.25,12111.3037109375
146,2019-10-22,2995.989990234375,2954.3798828125,7212.5,12754.6904296875,26786.19921875,11271.25,33262.640625,6499.85986328125,3160.669921875,16391.5,38963.83984375,5657.68994140625,576.4099731445312,2088.860107421875,107381.0,9380.2001953125,38.18000030517578,9.65698528289795,6225.4970703125,1631.4599609375,6672.2001953125,3768.47998046875,10017.349609375,648.9400024414062,22548.900390625,2802.22998046875,3118.179931640625,184.58999633789062,994.5900268554688,1092.8900146484375,2271.320068359375,12148.00390625
147,2019-10-23,3004.52001953125,2941.6201171875,7260.7001953125,12798.1904296875,26566.73046875,11239.669921875,32775.140625,6522.2001953125,3144.280029296875,16335.900390625,39058.828125,5653.43994140625,575.969970703125,2080.6201171875,107544.0,9385.0,40.09000015258789,9.45579719543457,6257.80615234375,1631.4599609375,6673.10009765625,3760.280029296875,10023.51953125,649.4099731445312,22625.380859375,2821.580078125,3145.699951171875,185.35000610351562,987.719970703125,1091.510009765625,2256.219970703125,12083.77734375
148,2019-10-24,3010.2900390625,2940.919921875,7328.2998046875,12872.099609375,26797.94921875,11320.1396484375,33476.16015625,6516.06982421875,3168.8701171875,16369.2998046875,39020.390625,5684.330078125,582.3699951171875,2085.659912109375,106986.0,9391.7998046875,40.540000915527344,9.620405197143555,6339.64697265625,1620.969970703125,6693.60009765625,3791.659912109375,10106.5302734375,653.6300048828125,22750.599609375,2877.050048828125,3154.679931640625,183.74000549316406,1004.3900146484375,1098.9300537109375,2269.419921875,11927.798828125
149,2019-10-25,3022.550048828125,2954.929931640625,7324.5,12894.509765625,26667.390625,11296.1201171875,34522.25,6558.56982421875,3185.530029296875,16404.5,39058.05859375,5722.14990234375,583.8099975585938,2087.889892578125,107364.0,9430.2001953125,40.849998474121094,9.675274848937988,6252.34521484375,1593.280029296875,6739.2001953125,3752.35009765625,10197.08984375,656.9400024414062,22799.810546875,2873.409912109375,3154.469970703125,184.36000061035156,1000.47998046875,1098.97998046875,2273.25,11721.3564453125
837,2019-10-26,3022.550048828125,2954.929931640625,7324.5,12894.509765625,26667.390625,11296.1201171875,34522.25,6558.56982421875,3185.530029296875,16404.5,39058.05859375,5722.14990234375,583.8099975585938,2087.889892578125,107364.0,9430.2001953125,40.849998474121094,9.675274848937988,6252.34521484375,1593.280029296875,6739.2001953125,3752.35009765625,10197.08984375,656.9400024414062,22799.810546875,2873.409912109375,3154.469970703125,184.36000061035156,1000.47998046875,1098.97998046875,2273.25,11721.3564453125
838,2019-10-27,3022.550048828125,2954.929931640625,7324.5,12894.509765625,26667.390625,11296.1201171875,34522.25,6558.56982421875,3185.530029296875,16404.5,39058.05859375,5722.14990234375,583.8099975585938,2087.889892578125,107364.0,9430.2001953125,40.849998474121094,9.675274848937988,6252.34521484375,1593.280029296875,6739.2001953125,3752.35009765625,10197.08984375,656.9400024414062,22799.810546875,2873.409912109375,3154.469970703125,184.36000061035156,1000.47998046875,1098.97998046875,2273.25,11721.3564453125
150,2019-10-28,3039.419921875,2980.050048828125,7331.2998046875,12941.7099609375,26891.259765625,11315.01953125,33177.16015625,6565.43994140625,3185.530029296875,16387.5,39058.05859375,5730.56982421875,583.6799926757812,2093.60009765625,108187.0,9433.0,41.56999969482422,9.858171463012695,6265.3837890625,1596.47998046875,6740.7001953125,3770.840087890625,10231.7998046875,660.9000244140625,22867.26953125,2856.909912109375,3189.3701171875,185.3800048828125,1008.5,1099.3299560546875,2283.60009765625,11744.2939453125
151,2019-10-29,3036.889892578125,2954.179931640625,7306.2998046875,12939.6201171875,26786.759765625,11333.8701171875,32544.19921875,6569.35009765625,3197.0400390625,16418.099609375,39831.83984375,5740.14013671875,581.8200073242188,2092.68994140625,107556.0,9400.099609375,41.75,9.858171463012695,6281.13818359375,1591.2099609375,6745.39990234375,3763.929931640625,10257.6904296875,655.739990234375,22974.130859375,2886.47998046875,3190.52001953125,185.0,1004.1500244140625,1099.3599853515625,2280.659912109375,12003.953125
152,2019-10-30,3046.77001953125,2939.320068359375,7330.7998046875,12910.23046875,26667.7109375,11380.2802734375,33889.03125,6594.18017578125,3207.919921875,16501.400390625,40051.87109375,5765.8701171875,581.6099853515625,2080.27001953125,108408.0,9284.5,42.0099983215332,9.638694763183594,6295.7470703125,1601.8299560546875,6689.5,3767.320068359375,10254.9501953125,658.239990234375,22843.119140625,2911.14990234375,3171.2099609375,185.3800048828125,1002.4600219726562,1104.739990234375,2275.2099609375,11829.6240234375
153,2019-10-31,3037.56005859375,2929.06005859375,7248.39990234375,12866.7900390625,26906.720703125,11358.7099609375,34995.19921875,6540.2998046875,3229.8798828125,16483.19921875,40129.05078125,5729.85986328125,576.6300048828125,2083.47998046875,107220.0,9257.5,41.70000076293945,9.547245979309082,6228.31689453125,1601.489990234375,6663.39990234375,3763.25,10219.8203125,653.1500244140625,22927.0390625,2893.97998046875,3139.590087890625,183.63999938964844,993.6599731445312,1097.8900146484375,2292.2099609375,11927.798828125
154,2019-11-01,3066.909912109375,2958.199951171875,7302.39990234375,12961.0498046875,27100.759765625,11399.5302734375,35743.0390625,6636.7099609375,3229.429931640625,16594.099609375,40165.03125,5761.89013671875,580.780029296875,2100.199951171875,108196.0,9328.0,41.5099983215332,9.7667236328125,6207.19091796875,1592.52001953125,6669.10009765625,3794.800048828125,10252.240234375,654.7000122070312,22850.76953125,2930.39990234375,3164.639892578125,184.9499969482422,1001.6500244140625,1103.739990234375,2303.85009765625,11887.427734375
839,2019-11-02,3066.909912109375,2958.199951171875,7302.39990234375,12961.0498046875,27100.759765625,11399.5302734375,35743.0390625,6636.7099609375,3229.429931640625,16594.099609375,40165.03125,5761.89013671875,580.780029296875,2100.199951171875,108196.0,9328.0,41.5099983215332,9.7667236328125,6207.19091796875,1592.52001953125,6669.10009765625,3794.800048828125,10252.240234375,654.7000122070312,22850.76953125,2930.39990234375,3164.639892578125,184.9499969482422,1001.6500244140625,1103.739990234375,2303.85009765625,11887.427734375
840,2019-11-03,3066.909912109375,2958.199951171875,7302.39990234375,12961.0498046875,27100.759765625,11399.5302734375,35743.0390625,6636.7099609375,3229.429931640625,16594.099609375,40165.03125,5761.89013671875,580.780029296875,2100.199951171875,108196.0,9328.0,41.5099983215332,9.7667236328125,6207.19091796875,1592.52001953125,6669.10009765625,3794.800048828125,10252.240234375,654.7000122070312,22850.76953125,2930.39990234375,3164.639892578125,184.9499969482422,1001.6500244140625,1103.739990234375,2303.85009765625,11887.427734375
155,2019-11-04,3078.27001953125,2975.489990234375,7369.7001953125,13136.2802734375,27547.30078125,11556.849609375,37278.5390625,6753.77978515625,3236.39990234375,16669.80078125,40301.9609375,5824.2998046875,585.5499877929688,2130.239990234375,108601.0,9416.400390625,40.97999954223633,10.114229202270508,6180.34423828125,1622.25,6686.89990234375,3829.199951171875,10337.0703125,666.780029296875,22850.76953125,2930.39990234375,3225.409912109375,187.41000366210938,1006.5599975585938,1114.0,2344.360107421875,11927.798828125
156,2019-11-05,3074.6201171875,2991.56005859375,7388.10009765625,13148.5,27683.400390625,11644.0302734375,36869.9609375,6781.080078125,3248.6298828125,16681.900390625,40248.23046875,5846.89013671875,590.6500244140625,2142.639892578125,108451.0,9407.900390625,40.59000015258789,10.260546684265137,6264.15185546875,1626.8699951171875,6697.10009765625,3851.8701171875,10272.98046875,665.7100219726562,23251.990234375,2949.550048828125,3246.3701171875,187.77000427246094,1007.1900024414062,1119.25,2349.77001953125,11970.9228515625
157,2019-11-06,3076.780029296875,2978.60009765625,7396.7001953125,13179.8896484375,27688.640625,11653.0703125,35500.48828125,6775.47021484375,3262.68994140625,16745.599609375,40469.78125,5866.740234375,594.9299926757812,2144.14990234375,108336.0,9398.400390625,40.720001220703125,10.461731910705566,6217.544921875,1623.989990234375,6660.2001953125,3859.7099609375,10318.099609375,664.7999877929688,23303.8203125,2980.840087890625,3224.199951171875,187.3300018310547,1007.9500122070312,1123.43994140625,2349.7099609375,12110.38671875
158,2019-11-07,3085.179931640625,2978.7099609375,7406.39990234375,13289.4599609375,27847.23046875,11606.5595703125,35869.2109375,6863.4599609375,3285.719970703125,16805.80078125,40653.73828125,5890.990234375,597.1099853515625,2144.2900390625,109581.0,9447.2998046875,40.720001220703125,10.626341819763184,6165.6240234375,1640.8800048828125,6726.60009765625,3878.139892578125,10326.7802734375,665.2899780273438,23330.3203125,3008.5400390625,3250.610107421875,188.22999572753906,1015.7899780273438,1127.1300048828125,2363.949951171875,11993.8603515625
159,2019-11-08,3093.080078125,2964.179931640625,7359.39990234375,13228.5595703125,27651.140625,11579.5400390625,34131.05078125,6812.5,3264.300048828125,16877.400390625,40323.609375,5889.7001953125,596.5,2137.22998046875,107629.0,9393.7001953125,40.5099983215332,10.845817565917969,6177.98583984375,1637.8499755859375,6724.10009765625,3876.93994140625,10309.23046875,668.6799926757812,23391.869140625,2973.18994140625,3224.169921875,187.97999572753906,1012.5800170898438,1125.9599609375,2366.610107421875,11958.0771484375
841,2019-11-09,3093.080078125,2964.179931640625,7359.39990234375,13228.5595703125,27651.140625,11579.5400390625,34131.05078125,6812.5,3264.300048828125,16877.400390625,40323.609375,5889.7001953125,596.5,2137.22998046875,107629.0,9393.7001953125,40.5099983215332,10.845817565917969,6177.98583984375,1637.8499755859375,6724.10009765625,3876.93994140625,10309.23046875,668.6799926757812,23391.869140625,2973.18994140625,3224.169921875,187.97999572753906,1012.5800170898438,1125.9599609375,2366.610107421875,11958.0771484375
842,2019-11-10,3093.080078125,2964.179931640625,7359.39990234375,13228.5595703125,27651.140625,11579.5400390625,34131.05078125,6812.5,3264.300048828125,16877.400390625,40323.609375,5889.7001953125,596.5,2137.22998046875,107629.0,9393.7001953125,40.5099983215332,10.845817565917969,6177.98583984375,1637.8499755859375,6724.10009765625,3876.93994140625,10309.23046875,668.6799926757812,23391.869140625,2973.18994140625,3224.169921875,187.97999572753906,1012.5800170898438,1125.9599609375,2366.610107421875,11958.0771484375
160,2019-11-11,3087.010009765625,2909.969970703125,7328.5,13198.3701171875,26926.55078125,11427.2802734375,33661.109375,6839.81982421875,3240.64990234375,16882.80078125,40345.078125,5893.81982421875,596.3900146484375,2124.090087890625,108215.0,9388.5,40.16999816894531,10.480023384094238,6148.740234375,1622.1199951171875,6772.5,3868.27001953125,10305.26953125,666.4099731445312,23331.83984375,2961.4599609375,3227.77001953125,187.5500030517578,1014.8900146484375,1126.22998046875,2365.239990234375,11973.6748046875
161,2019-11-12,3091.840087890625,2914.820068359375,7365.39990234375,13283.509765625,27065.279296875,11520.3701171875,33430.140625,6863.2001953125,3267.800048828125,16909.400390625,40345.078125,5919.75,599.030029296875,2140.919921875,106785.0,9306.7001953125,41.220001220703125,10.443443298339844,6180.9921875,1626.199951171875,6753.0,3898.47998046875,10314.16015625,670.1099853515625,23520.009765625,2951.159912109375,3234.06005859375,188.1199951171875,1012.9299926757812,1131.0699462890625,2396.139892578125,11811.2724609375
162,2019-11-13,3094.0400390625,2905.239990234375,7351.2001953125,13230.0703125,26571.4609375,11467.830078125,32340.69921875,6861.8701171875,3239.219970703125,16958.0,40116.05859375,5907.08984375,597.5599975585938,2122.449951171875,105914.0,9194.5,41.41999816894531,11.010425567626953,6142.5009765625,1615.1400146484375,6698.39990234375,3878.3701171875,10299.2197265625,666.3599853515625,23319.869140625,2933.889892578125,3221.699951171875,186.61000061035156,1004.6900024414062,1128.8900146484375,2372.93994140625,11741.5419921875
163,2019-11-14,3096.6298828125,2909.8701171875,7292.7998046875,13180.23046875,26323.689453125,11450.419921875,31019.689453125,6835.89013671875,3231.85009765625,16972.19921875,40286.48046875,5901.080078125,595.260009765625,2139.22998046875,106557.0,9173.2998046875,41.56999969482422,10.992136001586914,6098.9501953125,1609.469970703125,6735.10009765625,3870.27001953125,10233.23046875,664.260009765625,23141.55078125,2922.449951171875,3186.2900390625,185.08999633789062,1004.8400268554688,1127.219970703125,2363.360107421875,11891.0986328125
164,2019-11-15,3120.4599609375,2891.340087890625,7302.89990234375,13241.75,26326.66015625,11525.599609375,31851.609375,6921.830078125,3238.860107421875,17028.5,40356.69140625,5939.27001953125,598.9600219726562,2162.179931640625,106557.0,9261.400390625,42.310001373291016,11.028716087341309,6128.34521484375,1602.22998046875,6793.7001953125,3894.25,10310.1201171875,665.1099853515625,23303.3203125,2934.820068359375,3189.25,186.41000366210938,1000.9099731445312,1134.030029296875,2370.60009765625,11899.35546875
843,2019-11-16,3120.4599609375,2891.340087890625,7302.89990234375,13241.75,26326.66015625,11525.599609375,31851.609375,6921.830078125,3238.860107421875,17028.5,40356.69140625,5939.27001953125,598.9600219726562,2162.179931640625,106557.0,9261.400390625,42.310001373291016,11.028716087341309,6128.34521484375,1602.22998046875,6793.7001953125,3894.25,10310.1201171875,665.1099853515625,23303.3203125,2934.820068359375,3189.25,186.41000366210938,1000.9099731445312,1134.030029296875,2370.60009765625,11899.35546875
844,2019-11-17,3120.4599609375,2891.340087890625,7302.89990234375,13241.75,26326.66015625,11525.599609375,31851.609375,6921.830078125,3238.860107421875,17028.5,40356.69140625,5939.27001953125,598.9600219726562,2162.179931640625,106557.0,9261.400390625,42.310001373291016,11.028716087341309,6128.34521484375,1602.22998046875,6793.7001953125,3894.25,10310.1201171875,665.1099853515625,23303.3203125,2934.820068359375,3189.25,186.41000366210938,1000.9099731445312,1134.030029296875,2370.60009765625,11899.35546875
165,2019-11-18,3122.030029296875,2909.199951171875,7307.7001953125,13207.009765625,26681.08984375,11599.7802734375,31851.609375,6888.39990234375,3258.659912109375,17025.099609375,40284.19140625,5929.7900390625,598.1699829101562,2160.68994140625,106347.0,9258.0,42.290000915527344,10.973845481872559,6122.625,1608.0,6766.7998046875,3905.52001953125,10347.1796875,661.0700073242188,23416.759765625,2924.47998046875,3157.06005859375,185.39999389648438,999.52001953125,1133.43994140625,2356.02001953125,11836.046875
166,2019-11-19,3120.179931640625,2933.989990234375,7323.7998046875,13221.1201171875,27093.80078125,11656.400390625,32252.779296875,6889.1201171875,3238.8701171875,17011.400390625,40469.69921875,5909.0498046875,596.6699829101562,2153.239990234375,105618.0,9259.2001953125,42.630001068115234,11.175032615661621,6152.08984375,1607.25,6814.2001953125,3897.43994140625,10366.01953125,661.260009765625,23292.650390625,2941.68994140625,3153.179931640625,184.57000732421875,1000.0900268554688,1129.0799560546875,2347.610107421875,11849.8095703125
167,2019-11-20,3108.4599609375,2911.050048828125,7262.5,13158.1396484375,26889.609375,11631.2001953125,33421.12109375,6805.60009765625,3229.780029296875,17005.80078125,40651.640625,5894.02978515625,594.1599731445312,2125.320068359375,105618.0,9225.400390625,42.61000061035156,11.156743049621582,6155.10888671875,1596.8299560546875,6722.39990234375,3896.18994140625,10385.740234375,658.1599731445312,23148.5703125,2936.469970703125,3155.1298828125,184.44000244140625,996.2100219726562,1125.510009765625,2349.580078125,11865.408203125
168,2019-11-21,3103.5400390625,2903.639892578125,7238.60009765625,13137.7001953125,26466.880859375,11558.26953125,33247.390625,6727.89990234375,3192.2099609375,16999.19921875,40575.171875,5881.2099609375,589.8499755859375,2096.60009765625,107497.0,9214.0,42.36000061035156,11.065295219421387,6117.36376953125,1591.8599853515625,6672.89990234375,3873.929931640625,10338.349609375,654.02001953125,23038.580078125,2942.60009765625,3148.489990234375,183.22000122070312,997.1599731445312,1120.9599609375,2344.18994140625,11835.12890625
169,2019-11-22,3110.2900390625,2885.2900390625,7326.7998046875,13163.8798828125,26595.080078125,11566.7998046875,33588.828125,6824.669921875,3225.64990234375,16954.80078125,40359.41015625,5893.1298828125,592.7100219726562,2101.9599609375,108692.0,9254.7001953125,41.849998474121094,11.047004699707031,6100.2421875,1597.719970703125,6709.7998046875,3878.929931640625,10369.4404296875,655.5900268554688,23112.880859375,2947.679931640625,3174.570068359375,183.50999450683594,1007.77001953125,1124.199951171875,2337.989990234375,11695.666015625
845,2019-11-23,3110.2900390625,2885.2900390625,7326.7998046875,13163.8798828125,26595.080078125,11566.7998046875,33588.828125,6824.669921875,3225.64990234375,16954.80078125,40359.41015625,5893.1298828125,592.7100219726562,2101.9599609375,108692.0,9254.7001953125,41.849998474121094,11.047004699707031,6100.2421875,1597.719970703125,6709.7998046875,3878.929931640625,10369.4404296875,655.5900268554688,23112.880859375,2947.679931640625,3174.570068359375,183.50999450683594,1007.77001953125,1124.199951171875,2337.989990234375,11695.666015625
846,2019-11-24,3110.2900390625,2885.2900390625,7326.7998046875,13163.8798828125,26595.080078125,11566.7998046875,33588.828125,6824.669921875,3225.64990234375,16954.80078125,40359.41015625,5893.1298828125,592.7100219726562,2101.9599609375,108692.0,9254.7001953125,41.849998474121094,11.047004699707031,6100.2421875,1597.719970703125,6709.7998046875,3878.929931640625,10369.4404296875,655.5900268554688,23112.880859375,2947.679931640625,3174.570068359375,183.50999450683594,1007.77001953125,1124.199951171875,2337.989990234375,11695.666015625
170,2019-11-25,3133.639892578125,2906.169921875,7396.2998046875,13246.4501953125,26993.0390625,11561.580078125,33494.71875,6893.7001953125,3220.6298828125,17032.900390625,40889.23046875,5924.85986328125,596.6599731445312,2123.5,108424.0,9319.900390625,42.849998474121094,11.065295219421387,6070.76220703125,1614.800048828125,6731.39990234375,3902.929931640625,10468.6201171875,662.3800048828125,23292.810546875,2955.320068359375,3183.110107421875,184.47999572753906,1012.3200073242188,1131.030029296875,2354.010009765625,11524.08984375
171,2019-11-26,3140.52001953125,2907.06005859375,7403.10009765625,13236.419921875,26913.919921875,11576.8203125,32113.26953125,7013.740234375,3207.85009765625,17035.900390625,40821.30078125,5929.6201171875,597.5900268554688,2121.35009765625,107059.0,9324.7998046875,42.83000183105469,11.065295219421387,6026.18798828125,1609.3800048828125,6787.5,3904.31005859375,10506.9296875,663.7999877929688,23373.3203125,2930.6201171875,3191.669921875,184.58999633789062,1008.0,1133.31005859375,2363.969970703125,11213.048828125
